variable,question,module,type,full,short,hce,default,coding
c3_39,"During the illness that led to death, did the baby have ulcer(s) (pits)?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_40,"During the illness that led to death, did the baby have an area(s) of skin with redness and swelling?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_41,"During the illness that led to death, did he/she have areas of the skin that turned black?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_42,"During the illness that led to death, did the baby bleed from anywhere?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_43,Record from where the baby bled:,neonate,text,1,1,0,'',
c3_44,"During the illness that led to death, did he/she have more frequent loose or liquid stools than usual?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_45,How many stools did the baby have on the day that diarrhea/loose liquid stools were most frequent?,neonate,numeric,1,0,0,0,
c3_46,"During the illness that led to death, did he/she vomit everything?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_47,"During the illness that led to death, did he/she have yellow skin?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_48,"During the illness that led to death, did the baby have yellow eyes?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_49,Did the infant appear to be healthy and then just die suddenly?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_01,"During the illness that led to death, did [name] have a fever?",child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_02,How many days did the fever last?,child,numeric,1,1,0,0,
c4_03,Did the fever continue until death?,child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_04,How severe was the fever?,child,categorical,1,1,0,9,"1 ""Mild"" 2 ""Moderate"" 3 ""Severe"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_05,What was the pattern of fever?,child,categorical,1,0,0,9,"1 ""Continuous"" 2 ""On and Off"" 3 ""Only at Night"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_06,"During the illness that led to death, did [name] have more frequent loose or liquid stools than usual?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_07,How many stools did [name] have on the day that loose liquid stools were most frequent?,child,numeric,1,1,0,0,
c4_08,How many days before death did the frequent loose or liquid stools start?,child,numeric,1,1,0,0,
c4_09,Did the frequent loose or liquid stools continue until death?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_10,How many days before death did the loose or liquid stools stop?,child,numeric,1,1,0,0,
c4_11,Was there visible blood in the loose or liquid stools?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_12,"During the illness that led to death, did the child have a cough?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_13,For how many days did the cough last?,child,numeric,1,1,0,0,
c4_14,Was the cough very severe?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_15,Did the child vomit after he/she coughed?,child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_16,"During the illness that led to death, did [name] have difficult breathing?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_17,For how many days did the difficult breathing last?,child,numeric,1,1,0,0,
c4_18,"During the illness that led to death, did [name] have fast breathing?",child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_19,For how many days did the fast breathing last?,child,numeric,1,1,0,0,
c4_20,"During the illness that led to death, did he/she have indrawing of the chest?",child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_22,Breathing: Stridor,child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_23,Breathing: Grunting,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_24,Breathing: Wheezing,child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_25,Did [name] experience any generalized convulsions or fits during the illness that led to death?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_26,Was [name] unconscious during the illness that led to death?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_27,How long before death did unconsciousness start?,child,numeric,1,1,0,9,"1 ""<6 hours"" 2 ""6-23 hours"" 3 ""24 hours or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_28,Did [name] have a stiff neck during the illness that led to death?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_29,Did [name] have a bulging fontanelle during the illness that led to death?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_30,"During the month before he/she died, did [name] have a skin rash?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_31_1,Where was the rash?,child,categorical,1,0,0,9,"1 ""Face"" 2 ""Trunk"" 3 ""Extremities"" 4 ""Everywhere"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_31_2,Where was the rash?,child,categorical,1,0,0,9,"1 ""Face"" 2 ""Trunk"" 3 ""Extremities"" 4 ""Everywhere"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_32,Where did the rash start?,child,categorical,1,1,0,9,"1 ""Face"" 2 ""Trunk"" 3 ""Extremities"" 4 ""Everywhere"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_33,How many days did the rash last?,child,numeric,1,1,0,0,
c4_34,Did the rash have blisters containing clear fluid?,child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_35,"During the illness that led to death, did [name]'s limbs (legs, arms) become very thin?",child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_36,"During the illness that led to death, did [name] have swollen legs or feet?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_37,How long did the swelling last?,child,numeric,1,1,0,0,
c4_38,"During the illness that led to death, did [name]'s skin flake off in patches?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_39,Did [name]'s hair change in color to a reddish or yellowish color?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_40,Did [name] have a protruding belly?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_41,"During the illness that led to death, did [name] suffer from 'lack of blood' or 'pallor'?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_42,"During the illness that led to death, did [name] have swelling in the armpits?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_43,"During the illness that led to death, did [name] have a whitish rash inside the mouth or on the tongue?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_44,"During the illness that led to death, did [name] bleed from anywhere?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_45,Record from where he/she bled:,child,text,1,1,0,'',
c4_46,"During the illness that led to death, did he/she have areas of the skin that turned black?",child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_1,Decedent suffered road traffic injury,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_2,Decedent suffered fall,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_3,Decedent suffered drowning,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_4,Decedent suffered poisoning,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_5,Decedent suffered bite/sting,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_6,Decedent suffered burn/fire,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_7,Decedent victim of violence,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_8a,Decedent suffered other injury,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_8b,"Decedent suffered other injury, specified",child,text,1,1,0,'',
c4_47_9,Don't know if decedent suffered injury,child,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_10,Refused to Answer if decedent suffered injury,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_47_11,Decedent did not suffer accident,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_48,Was the injury or accident intentionally inflicted by someone else?,child,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c4_49,How long did [name] survive after the injury or accident?,child,numeric,1,1,0,0,
c5_01,Was care sought outside the home while the deceased had this illness?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_1,Care sought - traditional healer,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_2,Care sought - homeopath,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_3,Care sought - religious leader,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_4,Care sought - government hospital,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_5,Care sought - government health center or clinic,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_6,Care sought - private hospital,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_7,Care sought - community based practitioner,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_8,Care sought - trained birth attendant,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_9,Care sought - private physician,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_10,Care sought - pharmacy,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_11a,Care sought - other provider,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_11b,Care sought - other provider specified,child neonate,text,1,1,0,'',
c5_02_12,"Care sought - relative, friend",child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_13,Care sought - refused,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_02_14,Care sought - don't know,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_04,Do you have any health records that belonged to the deceased?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_05,Can I see the health records?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_06_1d,Record the dates of the two most recent visits [day],child neonate,day,1,1,0,99,"99 ""Don't Know"""
c5_06_1m,Record the dates of the two most recent visits [month],child neonate,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c5_06_1y,Record the dates of the two most recent visits [year],child neonate,year,1,1,0,9999,"9999 ""Don't Know"""
c5_06_2d,Record the dates of the two most recent visits [day],child neonate,day,1,1,0,99,"99 ""Don't Know"""
c5_06_2m,Record the dates of the two most recent visits [month],child neonate,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c5_06_2y,Record the dates of the two most recent visits [year],child neonate,year,1,1,0,9999,"9999 ""Don't Know"""
c5_07_1,Record the two most recent weights on those dates,child neonate,text,1,0,0,'',
c5_07_2,Record the two most recent weights on those dates,child neonate,text,1,0,0,'',
c5_08d,Record the date of the last note [day],child neonate,day,1,1,0,99,"99 ""Don't Know"""
c5_08m,Record the date of the last note [month],child neonate,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c5_08y,Record the date of the last note [year],child neonate,year,1,1,0,9999,"9999 ""Don't Know"""
c5_10,Was a death certificate issued?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_11,Can I see the death certificate?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_12,Record the immediate cause of death from the certificate.,child neonate,text,1,1,0,'',
c5_13,Record the first underlying cause of death from the certificate.,child neonate,text,1,1,0,'',
c5_14,Record the second underlying cause of death from the certificate.,child neonate,text,1,1,0,'',
c5_15,Record the third underlying cause of death from the certificate.,child neonate,text,1,1,0,'',
c5_16,Record the contributing cause(s) of death from the certificate.,child neonate,text,1,1,0,'',
c5_17,Has the deceased's (biological) mother ever been tested for HIV?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_18,Was the HIV test ever positive?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c5_19,Has the deceased's (biological) mother ever been told she had AIDS by a health worker?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c_6_1,Open Response: 'Abdomen',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_2,Open Response: 'Cancer',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_3,Open Response: 'Dehydration',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_4,Open Response: 'Dengue fever',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_5,Open Response: 'Diarrhea',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_6,Open Response: 'Fever',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_7,Open Response: 'Heart Problems',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_8,Open Response: 'Jaundice (yellow skin or eyes)',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_9,Open Response: 'Pneumonia',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
c_6_10,Open Response: 'Rash',child,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
n_6_1,Open Response: 'Asphyxia (lack of oxygen)',neonate,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
n_6_2,Open Response: 'Incubator',neonate,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
n_6_3,Open Response: 'Lung Problems',neonate,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
n_6_4,Open Response: 'Pneumonia',neonate,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
n_6_5,Open Response: 'Preterm Delivery',neonate,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
n_6_6,Open Response: 'Respiratory Distress',neonate,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
